Biosample	threshold	GTExTissue	nVariantGenePairsOverlappingEnhancers	nVariantsOverlappingEnhancersCorrectGene	total.variants	recall.total	recall.linking	correctGene.ifOverlap	method	enrichment	CI_enr_low	CI_enr_high	SE_log_enr	p_adjust_enr	nPoints	pred_name_long	score_threshold	key	hex
PBMC5_NK	0.469408979591837	NK	38	35	701	0.0542082738944365	0.0499286733238231	0.921052631578947	scABC	26.8892151457787	19.5649636403758	36.9553403955158	0.162240167429897	2.59360961720938e-35	98	ABC (A=scATAC, C=power law)	0.015	ABC (A=scATAC, C=power law) (PBMC5_NK)	#0096a0
PBMC5_NK	0.478817445323003	NK	107	91	701	0.152639087018545	0.12981455064194	0.850467289719626	scE2G_multiome	38.6566008642452	32.3558623552259	46.1842980406983	0.0907783645013193	3.47816115437191e-122	98	scE2G (Multiome)	0.164	scE2G (Multiome) (PBMC5_NK)	#792374
PBMC5_NK	0.489135894127639	NK	130	101	701	0.185449358059914	0.144079885877318	0.776923076923077	scE2G_ATAC	31.380946630904	26.7423385570181	36.8241471983462	0.0816101171099973	4.73379524468768e-136	99	scE2G (scATAC)	0.183	scE2G (scATAC) (PBMC5_NK)	#006479
PBMC5_NK	0.489633713541168	NK	26	20	701	0.0370898716119829	0.0285306704707561	0.769230769230769	STARE	23.3982515354832	15.9239608785818	34.3807786952124	0.196348684733395	2.15720464601459e-22	99	STARE (gABC, power law)	0.004	STARE (gABC, power law) (PBMC5_NK)	#96ced3
PBMC5_NK	0.489755845023418	NK	104	89	701	0.148359486447932	0.126961483594864	0.855769230769231	scE2G_multiome	38.4248182455449	32.0616998733903	46.0507915373682	0.0923697544079196	3.14963052560764e-118	98	scE2G (Multiome)	0.164	scE2G (Multiome) (PBMC5_NK)	#792374
PBMC5_NK	0.489816326530612	NK	38	35	701	0.0542082738944365	0.0499286733238231	0.921052631578947	scABC	26.9410842329167	19.6027004468177	37.0266342443113	0.162240267804141	2.42101962788549e-35	98	ABC (A=scATAC, C=power law)	0.015	ABC (A=scATAC, C=power law) (PBMC5_NK)	#0096a0
PBMC5_NK	0.493908891361543	NK	1	1	701	0.0014265335235378	0.0014265335235378	1	Cicero	35.6187576972412	5.00025538077666	253.7262206191	1.00174463862796	1	98	Cicero (co-accessibility)	0.25	Cicero (co-accessibility) (PBMC5_NK)	#888364
PBMC5_NK	0.496467513131519	NK	130	101	701	0.185449358059914	0.144079885877318	0.776923076923077	scE2G_ATAC	31.9482158420409	27.2257391204493	37.4898360325137	0.0816104384022746	5.44656892629628e-137	99	scE2G (scATAC)	0.183	scE2G (scATAC) (PBMC5_NK)	#006479
PBMC5_NK	0.50145251163181	NK	1	1	701	0.0014265335235378	0.0014265335235378	1	Cicero	37.0913678345949	5.20593741079578	264.269325441414	1.00184722837796	1	98	Cicero (co-accessibility)	0.25	Cicero (co-accessibility) (PBMC5_NK)	#888364
PBMC5_NK	0.509505411063521	NK	129	100	701	0.184022824536377	0.14265335235378	0.775193798449612	scE2G_ATAC	32.568333133893	27.7320153733392	38.2480792989881	0.08201829515959	8.00048593351951e-137	99	scE2G (scATAC)	0.183	scE2G (scATAC) (PBMC5_NK)	#006479
PBMC5_NK	0.510035108999522	NK	24	19	701	0.0342368045649073	0.0271041369472183	0.791666666666667	STARE	22.2833602251437	14.9096509043013	33.3038074540207	0.205019842143346	5.95097903279177e-20	99	STARE (gABC, power law)	0.004	STARE (gABC, power law) (PBMC5_NK)	#96ced3
