cluster	model	AUPRC	AUPRC_95CI_low	AUPRC_95CI_high	precision_70_pct_recall	precision_70_pct_recall_95CI_low	precision_70_pct_recall_95CI_high	threshold_70_pct_recall	precision_50_pct_recall	precision_50_pct_recall_95CI_low	precision_50_pct_recall_95CI_high	threshold_50_pct_recall	precision_model_threshold	precision_model_threshold_95CI_low	precision_model_threshold_95CI_high	recall_model_threshold	recall_model_threshold_95CI_low	recall_model_threshold_95CI_high	pct_missing_pos	pct_missing_neg	pct_missing_total
all_cells_10000_atac	multiome_powerlaw_v2_noTPMfilter	0.6008651694529232	0.5480016140133477	0.6429430902110012	0.5225666982966762	0.4830197091391212	0.5617783961987686	0.146496520355458	0.6584301557155489	0.6038283104583111	0.708065921212738	0.360228990860051	0.5392267523865557	0.5022491944307059	0.5810038908440759	0.6798207336117734	0.6449213026198672	0.7287096988037284	0.08067940552016985	0.10784016186140617	0.10660486674391657
2000_cells_all_atac	multiome_powerlaw_v2	0.6005454949361576	0.5514143285386313	0.6434197813833812	0.4935985612515377	0.45104293637845305	0.5273254022778344	0.12407459473888	0.6696927976015407	0.622418631108845	0.717704794512884	0.341405073308565	0.5560853346961856	0.5148687016310302	0.5995757380858919	0.6664780844085066	0.6223741300865641	0.7072430929595531	0.08067940552016985	0.1137076378351037	0.11220548474314407
2000_cells_20000_atac	scATAC_powerlaw_v2	0.6004503366116988	0.5506223332118038	0.6466378878401978	0.5309486788760734	0.49205455071164117	0.5688404362306648	0.1822889899129	0.6666358509130518	0.6171447702952938	0.7134946505559892	0.382930395190818	0.5326200119735067	0.49407473900156784	0.5744127055974124	0.7005213356302494	0.6593622664993356	0.7403511634903631	0.07430997876857749	0.12453211937278705	0.12224797219003476
1000_cells_20000_atac	multiome_powerlaw_v2_noTPMfilter	0.5990387282679749	0.5519339080526003	0.643697316434849	0.5168234790479317	0.4795075233887662	0.5590729795800919	0.135057265437445	0.6639454230265213	0.6099538183207477	0.7061179630229865	0.332361599654416	0.559913020859768	0.5195646811354956	0.6037361790250754	0.6739068383766772	0.6269051482371072	0.7117050446324359	0.08492569002123142	0.13879615579160343	0.13634607956740055
2000_cells_20000_atac	multiome_powerlaw_v2	0.598935142170505	0.5496897713878386	0.6433414690294234	0.5014871907774281	0.4627266283553163	0.5428401789904558	0.128877081032649	0.6625810634765317	0.6093606139504966	0.7053811306528915	0.328536333461909	0.5535352633120756	0.514108248350683	0.5942690031725812	0.6712154079430034	0.6257716155552059	0.7103004291845494	0.07430997876857749	0.12453211937278705	0.12224797219003476
5000_cells_30000_atac	scATAC_powerlaw_v2	0.5988758777249845	0.5500542772523597	0.6440075326001694	0.5223870368194969	0.48290980966011554	0.5576633799434095	0.187124862621094	0.6692208927445372	0.6211052459759459	0.7167396311336309	0.394964009876132	0.5195513038152444	0.4805419783639734	0.5591351655694112	0.705026617799778	0.6659884941111475	0.7461425456729674	0.07643312101910828	0.10541224076884168	0.1040942448821939
5000_cells_10000_atac	multiome_powerlaw_v2	0.5986932631632207	0.5468097275599969	0.6398275946734019	0.49947176579582303	0.46577760195090495	0.5393739295597408	0.131465256099121	0.6597126553931391	0.5999893564178045	0.7041523726667527	0.335694959153615	0.5400463147355543	0.5017169555691043	0.5816924260008084	0.6728927870986136	0.6336754398466236	0.7149904037632063	0.07643312101910828	0.11583206879109763	0.11404016994978756
500_cells_30000_atac	multiome_powerlaw_v2_noTPMfilter	0.5978628107256957	0.5518795349828948	0.6473184258144173	0.5121342709217572	0.4727535904887885	0.5528856166191451	0.132938554848099	0.6717648270213175	0.6209771918969204	0.7178606391810699	0.35096780975591	0.5653996153596403	0.5271702820069415	0.6049216923371085	0.687586751713769	0.6472040070318467	0.7275325565068613	0.07855626326963906	0.14446130500758725	0.14146388567014292
500_cells_all_atac	multiome_powerlaw_v2_noTPMfilter	0.5967331167642117	0.5466168543582132	0.6413559971090015	0.5211398519158925	0.4817582590540095	0.5579591001850188	0.137379248121494	0.6617020544575262	0.606826960265532	0.7107247773567523	0.350749834026469	0.5623227867822196	0.5219486468264738	0.6052514971190575	0.6792049773176875	0.6368888287334278	0.7230534465770376	0.08067940552016985	0.14385432473444612	0.1409810737736578
all_cells_4000_atac	scATAC_powerlaw_v2	0.5963402831608462	0.5484195014684875	0.6444403511788334	0.5290609532000815	0.48805425399240604	0.5661484414106795	0.182512028769517	0.6704459457235243	0.6184725214899084	0.7108960841597736	0.383185896601678	0.5305552031240607	0.48826923805758793	0.5658397895438813	0.7001719846312555	0.6555492379865693	0.7387571950588419	0.07643312101910828	0.12736469398077896	0.1250482811896485
500_cells_20000_atac	multiome_powerlaw_v2_noTPMfilter	0.5959117801614513	0.5463057188184196	0.6394621708059915	0.5188675771521685	0.47687870792504483	0.5581862427529417	0.134493180629435	0.6752162765961761	0.6264142439183049	0.7217840283558561	0.344846068068153	0.5636092662479187	0.5247501672800847	0.6061580844086258	0.6831453223870361	0.6402648447382069	0.726125023772037	0.08492569002123142	0.1561962569549823	0.15295480880648898
5000_cells_all_atac	scATAC_powerlaw_v2	0.5958204447798514	0.5421533763582597	0.6412559163051411	0.507325834738949	0.47029577687467955	0.5458277992406461	0.174458862636372	0.672533734725498	0.6231073632672642	0.7211491033377123	0.404471930252805	0.5189597852900761	0.4817243235888737	0.5582999212753504	0.6978449011508047	0.6560117181036916	0.7367766993694375	0.07218683651804671	0.10399595346484572	0.10254924681344148
all_cells_4000_atac	multiome_powerlaw_v2_noTPMfilter	0.5956631718132424	0.5367746024075628	0.6388820313265402	0.5228416523877274	0.4790153831068616	0.5612061142448153	0.146495471921979	0.6537061156110059	0.6012864300317518	0.6980437529566786	0.372002170164774	0.537652691205318	0.49915677871605174	0.5761173724615599	0.6781669351331809	0.6352825659847937	0.7160751565762005	0.07643312101910828	0.12736469398077896	0.1250482811896485
1000_cells_30000_atac	multiome_powerlaw_v2	0.5950639018684886	0.5433039241661944	0.6386490742729092	0.503960852439031	0.46672999170353674	0.5429400408485657	0.129878867764885	0.6640156283975016	0.6140697387098935	0.7108811480760381	0.349451166265662	0.5503076723902419	0.5082964898061266	0.5926981275263742	0.673513409453477	0.6273291925465838	0.7133461246261711	0.07855626326963906	0.12412746585735963	0.12205484743144071
500_cells_20000_atac	scATAC_powerlaw_v2	0.594590020894153	0.5409701423559633	0.6396341000764848	0.5481929493912445	0.5130990916230422	0.5898077251924487	0.183331225265608	0.6819575927559589	0.6279286242538422	0.7231837174437729	0.381619001285041	0.5482228413365231	0.509425886892393	0.588745087301299	0.7011245433928867	0.6597831233215635	0.7414013902119316	0.08492569002123142	0.1561962569549823	0.15295480880648898
all_cells_10000_atac	scATAC_powerlaw_v2	0.5943860733372947	0.5400263110717474	0.6395428652947228	0.5299807332703603	0.49277815368887296	0.5683989815371582	0.184843288980223	0.6759232098023523	0.6205231073635136	0.7211126144449436	0.384564295830079	0.5294571343727102	0.4914222204323695	0.5705340851989856	0.704124192640287	0.6623951511406464	0.7450084831439472	0.08067940552016985	0.10784016186140617	0.10660486674391657
5000_cells_4000_atac	scATAC_powerlaw_v2	0.5932054936558886	0.5401820335165366	0.6440461769359804	0.5127373386686863	0.4708042492075061	0.5491401333849281	0.167034383475569	0.661891672671664	0.6087459816367127	0.7077704364521896	0.361714149016778	0.5391024182396053	0.5033909797958531	0.5810580193821188	0.6897972923977813	0.6475986616818474	0.7331693516378568	0.08917197452229299	0.13343449671219018	0.13142139822325222
2000_cells_30000_atac	scATAC_powerlaw_v2	0.5929845144984773	0.5467202704550559	0.6411366643286582	0.5213521829959586	0.48190834803685484	0.5577312331444779	0.180905504090681	0.6631446248917539	0.6113915700943798	0.7119242577064285	0.369313962522078	0.5233900641246131	0.48108127240526816	0.5597810734483617	0.6988027375703171	0.6526200659296227	0.7363834422657952	0.07643312101910828	0.11441578148710167	0.1126882966396292
all_cells_30000_atac	scATAC_powerlaw_v2	0.5929119945923575	0.541185579046069	0.6390205609064553	0.5078017368590748	0.4723752681632268	0.5469420255295652	0.178747772901388	0.6789711050344508	0.6246049244378744	0.7226910219842636	0.39932665141786	0.5128652349102456	0.47591409354620573	0.5517426383729211	0.694779942417342	0.6509942096089231	0.7336472904427891	0.07643312101910828	0.10460293373798685	0.10332174584781768
500_cells_30000_atac	scATAC_powerlaw_v2	0.5927754871422832	0.5429222539214418	0.6413686940553787	0.5274480842200069	0.484179156981115	0.564876514643698	0.177162372028727	0.6678360541379504	0.6127567193967013	0.713899861770928	0.382595699950616	0.5415268438591476	0.5008335443479285	0.5833491823785436	0.6977335542524845	0.6566853560913237	0.7421718780786422	0.07855626326963906	0.14446130500758725	0.14146388567014292
1000_cells_20000_atac	scATAC_powerlaw_v2	0.592182665818679	0.5429566467253788	0.6394244564113571	0.513278049551726	0.47575430640914956	0.5550105070616972	0.167111591783686	0.6655545152776361	0.6160990712074303	0.7130504218095368	0.374015077081415	0.5329018234562086	0.498381587623051	0.5768614717278455	0.6854055759643939	0.6444395127489864	0.7255740170647921	0.08492569002123142	0.13879615579160343	0.13634607956740055
1000_cells_30000_atac	scATAC_powerlaw_v2	0.5919577890807234	0.5448490436467686	0.637858973942504	0.5303253500005789	0.4919932503914008	0.5674518451486747	0.185330540407479	0.6760305833461251	0.6225962373520072	0.7259475218658892	0.387952027511459	0.5247821949884474	0.4832187314866	0.564533211078283	0.703158487468166	0.6553232905551264	0.7360308769211815	0.07855626326963906	0.12412746585735963	0.12205484743144071
all_cells_20000_atac	scATAC_powerlaw_v2	0.5913661263879171	0.5440175561370975	0.6378650596286708	0.5095688719277004	0.4735103540251603	0.5446270098635361	0.179435295380276	0.6671049684840038	0.6211181452586017	0.7215999627217216	0.389256627292462	0.5172040657265063	0.4775209119614564	0.5561222391680734	0.6954400206382989	0.6544900984054213	0.734787427337605	0.07643312101910828	0.10490642387455741	0.10361143298570877
all_cells_all_atac	scATAC_powerlaw_v2	0.5913503720995256	0.544425410719725	0.6443872731845691	0.514146417814495	0.47823314897097496	0.5588566607729849	0.18098955033239	0.6721396425225585	0.6237760753184076	0.7196370082396705	0.396667960374315	0.5178066858404022	0.48178063637214225	0.5559530003425364	0.699585835650435	0.653673715546012	0.7381863515215596	0.07855626326963906	0.10480526049570056	0.10361143298570877
5000_cells_4000_atac	multiome_powerlaw_v2_noTPMfilter	0.5911803068829902	0.5388826598906126	0.6350778517713531	0.5070429433000383	0.4676711290519185	0.5474135147424682	0.136494905557645	0.6781996540721493	0.6270994358451942	0.7203509985949638	0.33442126340522	0.5398361367095453	0.4975324572773602	0.5790181632697653	0.67051707606745	0.6295389082293275	0.7116481150480086	0.08917197452229299	0.13343449671219018	0.13142139822325222
1000_cells_all_atac	multiome_powerlaw_v2	0.5910129768731842	0.5445520666993785	0.6368683968618059	0.5064044039624404	0.4680340426607686	0.5474345664257931	0.128371260643857	0.6707004580119558	0.6173687548558158	0.7155555505295833	0.346476838576763	0.5539358606464698	0.514942101424362	0.5936260094383683	0.6715975166453538	0.6299559471365639	0.7154933405637104	0.07855626326963906	0.11825998988366211	0.11645422943221322
1000_cells_20000_atac	multiome_powerlaw_v2	0.590938840368675	0.5434583971311964	0.6382112272917053	0.4871473010038979	0.45043688086521194	0.5256622405962355	0.117125886224309	0.6684236763166526	0.6193161445612128	0.721406436275534	0.328177675626979	0.5673758674852746	0.5272282863747401	0.6127243674263467	0.661609305121021	0.6136736591544862	0.7041157373048118	0.08492569002123142	0.13879615579160343	0.13634607956740055
all_cells_10000_atac	multiome_powerlaw_v2	0.590930595746487	0.5377519330809768	0.6328883322693863	0.5140096928907542	0.4738068154500459	0.552841235840903	0.131216492164884	0.6562107429219975	0.6030850555641036	0.7014004907017133	0.358437980840462	0.5447058947067988	0.5064938034014523	0.5858297294476879	0.6688190967130017	0.6238803658294059	0.7075992080008198	0.08067940552016985	0.10784016186140617	0.10660486674391657
