Biosample	threshold	GTExTissue	nVariantGenePairsOverlappingEnhancers	nVariantsOverlappingEnhancersCorrectGene	total.variants	recall.total	recall.linking	correctGene.ifOverlap	method	enrichment	CI_enr_low	CI_enr_high	SE_log_enr	p_adjust_enr	nPoints	pred_name_long	score_threshold	key	hex
BMMC22_CD4_pos_T_activated	-989937	Treg	218	197	955	0.228272251308901	0.206282722513089	0.903669724770642	ABC_distanceToTSS	6.88374751887015	6.11070151667796	7.75458918656396	0.0607774535628324	4.75895888857486e-104	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_activated)	#96A0B3
BMMC22_CD4_pos_T_naive	-989937	Treg	211	188	955	0.220942408376963	0.196858638743455	0.890995260663507	ABC_distanceToTSS	6.86000275514897	6.07369441652664	7.74810758878506	0.0621137883415471	6.24529665414791e-100	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_naive)	#78808F
PBMC_20_CD4.N1	-989937	Treg	181	165	955	0.189528795811518	0.172774869109948	0.911602209944751	ABC_distanceToTSS	7.36394394308282	6.43382672773949	8.42852515176749	0.0688921604591361	6.65015499421621e-88	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_20_CD4.N1)	#59606B
PBMC_22_CD4.M	-989937	Treg	213	192	955	0.22303664921466	0.201047120418848	0.901408450704225	ABC_distanceToTSS	7.25093138151477	6.42469721119048	8.18342159500673	0.0617258403612317	2.01677017500896e-105	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_22_CD4.M)	#3B3F47
BMMC22_CD4_pos_T_activated	-969734.204081633	Treg	218	197	955	0.228272251308901	0.206282722513089	0.903669724770642	ABC_distanceToTSS	6.88450604182489	6.11137485322264	7.75544367319088	0.0607774539097063	4.66209062002827e-104	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_activated)	#96A0B3
BMMC22_CD4_pos_T_naive	-969734.204081633	Treg	211	188	955	0.220942408376963	0.196858638743455	0.890995260663507	ABC_distanceToTSS	6.86078203272367	6.07438436723286	7.74898775824199	0.0621137887102007	6.11877927731526e-100	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_naive)	#78808F
PBMC_20_CD4.N1	-969734.204081633	Treg	181	165	955	0.189528795811518	0.172774869109948	0.911602209944751	ABC_distanceToTSS	7.36524609005333	6.43496439534301	8.43001555786452	0.0688921611861686	6.47204325963352e-88	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_20_CD4.N1)	#59606B
PBMC_22_CD4.M	-969734.204081633	Treg	213	192	955	0.22303664921466	0.201047120418848	0.901408450704225	ABC_distanceToTSS	7.2520398794583	6.42567939069976	8.18467265724041	0.0617258408805137	1.96103796942797e-105	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_22_CD4.M)	#3B3F47
BMMC22_CD4_pos_T_activated	-949531.408163265	Treg	218	197	955	0.228272251308901	0.206282722513089	0.903669724770642	ABC_distanceToTSS	6.88652235812585	6.11316472581544	7.75771508146973	0.0607774548317715	4.41411558540325e-104	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_activated)	#96A0B3
BMMC22_CD4_pos_T_naive	-949531.408163265	Treg	211	188	955	0.220942408376963	0.196858638743455	0.890995260663507	ABC_distanceToTSS	6.86225200939605	6.0756858437209	7.75064805056161	0.0621137894056038	5.88709305434836e-100	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_naive)	#78808F
PBMC_20_CD4.N1	-949531.408163265	Treg	181	165	955	0.189528795811518	0.172774869109948	0.911602209944751	ABC_distanceToTSS	7.36785176601458	6.43724093799209	8.43299795189845	0.0688921626410052	6.12990348288924e-88	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_20_CD4.N1)	#59606B
PBMC_22_CD4.M	-949531.408163265	Treg	213	192	955	0.22303664921466	0.201047120418848	0.901408450704225	ABC_distanceToTSS	7.2538881293936	6.42731702405772	8.18675861122186	0.0617258417463367	1.87153231724694e-105	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_22_CD4.M)	#3B3F47
BMMC22_CD4_pos_T_activated	-929328.612244898	Treg	218	197	955	0.228272251308901	0.206282722513089	0.903669724770642	ABC_distanceToTSS	6.88858325587166	6.11499417309835	7.76003671137303	0.0607774557742239	4.17434247662071e-104	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_activated)	#96A0B3
BMMC22_CD4_pos_T_naive	-929328.612244898	Treg	211	188	955	0.220942408376963	0.196858638743455	0.890995260663507	ABC_distanceToTSS	6.86468107782055	6.07783647338073	7.75339160679579	0.0621137905547254	5.52339566734716e-100	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_naive)	#78808F
PBMC_20_CD4.N1	-929328.612244898	Treg	181	165	955	0.189528795811518	0.172774869109948	0.911602209944751	ABC_distanceToTSS	7.37055027962435	6.43959859158274	8.43608660568989	0.0688921641476762	5.79472873428319e-88	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_20_CD4.N1)	#59606B
PBMC_22_CD4.M	-929328.612244898	Treg	213	192	955	0.22303664921466	0.201047120418848	0.901408450704225	ABC_distanceToTSS	7.25662526886908	6.42974225389593	8.18984777513939	0.0617258430285649	1.7464630572774e-105	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_22_CD4.M)	#3B3F47
BMMC22_CD4_pos_T_activated	-909125.816326531	Treg	218	197	955	0.228272251308901	0.206282722513089	0.903669724770642	ABC_distanceToTSS	6.88955990118722	6.11586113562364	7.76113691587386	0.0607774562208456	4.06532899901267e-104	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_activated)	#96A0B3
BMMC22_CD4_pos_T_naive	-909125.816326531	Treg	211	188	955	0.220942408376963	0.196858638743455	0.890995260663507	ABC_distanceToTSS	6.86615272594923	6.07913942972029	7.75505378698465	0.0621137912509193	5.31412110872431e-100	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_naive)	#78808F
PBMC_20_CD4.N1	-909125.816326531	Treg	181	164	955	0.189528795811518	0.171727748691099	0.906077348066298	ABC_distanceToTSS	7.37267409520734	6.44145413953719	8.43851747395142	0.0688921653334739	5.54394432322221e-88	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_20_CD4.N1)	#59606B
PBMC_22_CD4.M	-909125.816326531	Treg	213	192	955	0.22303664921466	0.201047120418848	0.901408450704225	ABC_distanceToTSS	7.25783421296732	6.43081343324773	8.19121220195562	0.0617258435949015	1.69392959138088e-105	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_22_CD4.M)	#3B3F47
BMMC22_CD4_pos_T_activated	-888923.020408163	Treg	218	197	955	0.228272251308901	0.206282722513089	0.903669724770642	ABC_distanceToTSS	6.89129684348218	6.11740300947555	7.76309360547734	0.0607774570151526	3.87846823707488e-104	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_activated)	#96A0B3
BMMC22_CD4_pos_T_naive	-888923.020408163	Treg	211	188	955	0.220942408376963	0.196858638743455	0.890995260663507	ABC_distanceToTSS	6.86809359010182	6.08085781687723	7.75724593189418	0.0621137921690856	5.05025251303465e-100	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_naive)	#78808F
PBMC_20_CD4.N1	-888923.020408163	Treg	181	164	955	0.189528795811518	0.171727748691099	0.906077348066298	ABC_distanceToTSS	7.37516355065192	6.44362914191103	8.44136684482326	0.0688921667234207	5.26384130722928e-88	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_20_CD4.N1)	#59606B
PBMC_22_CD4.M	-888923.020408163	Treg	213	192	955	0.22303664921466	0.201047120418848	0.901408450704225	ABC_distanceToTSS	7.25933978799475	6.43214744106523	8.19291140951153	0.0617258443001964	1.63072034213753e-105	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_22_CD4.M)	#3B3F47
BMMC22_CD4_pos_T_activated	-868720.224489796	Treg	218	197	955	0.228272251308901	0.206282722513089	0.903669724770642	ABC_distanceToTSS	6.89314330455412	6.11904210252113	7.76517366950986	0.0607774578595426	3.68927613379119e-104	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_activated)	#96A0B3
BMMC22_CD4_pos_T_naive	-868720.224489796	Treg	211	188	955	0.220942408376963	0.196858638743455	0.890995260663507	ABC_distanceToTSS	6.86994624213705	6.08249810347232	7.7593384440038	0.0621137930455213	4.81066435364608e-100	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_naive)	#78808F
PBMC_20_CD4.N1	-868720.224489796	Treg	181	164	955	0.189528795811518	0.171727748691099	0.906077348066298	ABC_distanceToTSS	7.3778370322488	6.44596492534487	8.44442684762352	0.0688921682161155	4.97885695699231e-88	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_20_CD4.N1)	#59606B
PBMC_22_CD4.M	-868720.224489796	Treg	213	192	955	0.22303664921466	0.201047120418848	0.901408450704225	ABC_distanceToTSS	7.26143876233255	6.43400722760196	8.19528033367756	0.0617258452834727	1.5465328170942e-105	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_22_CD4.M)	#3B3F47
BMMC22_CD4_pos_T_activated	-848517.428571429	Treg	218	197	955	0.228272251308901	0.206282722513089	0.903669724770642	ABC_distanceToTSS	6.89483857495026	6.12054698445451	7.76708341515311	0.0607774586347929	3.52374854228781e-104	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_activated)	#96A0B3
BMMC22_CD4_pos_T_naive	-848517.428571429	Treg	211	188	955	0.220942408376963	0.196858638743455	0.890995260663507	ABC_distanceToTSS	6.87166586147221	6.08402060660899	7.76128069987606	0.0621137938590232	4.59850984217128e-100	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_naive)	#78808F
PBMC_20_CD4.N1	-848517.428571429	Treg	181	164	955	0.189528795811518	0.171727748691099	0.906077348066298	ABC_distanceToTSS	7.37972178571195	6.44761160804479	8.44658409116339	0.0688921692684368	4.78732194133138e-88	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_20_CD4.N1)	#59606B
PBMC_22_CD4.M	-848517.428571429	Treg	213	192	955	0.22303664921466	0.201047120418848	0.901408450704225	ABC_distanceToTSS	7.26304467953669	6.43543014313334	8.19709278846463	0.0617258460357735	1.48508148740903e-105	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_22_CD4.M)	#3B3F47
BMMC22_CD4_pos_T_activated	-828314.632653061	Treg	218	197	955	0.228272251308901	0.206282722513089	0.903669724770642	ABC_distanceToTSS	6.89686094901305	6.12234223445501	7.7693616476269	0.0607774595596284	3.33601115898936e-104	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_activated)	#96A0B3
BMMC22_CD4_pos_T_naive	-828314.632653061	Treg	211	188	955	0.220942408376963	0.196858638743455	0.890995260663507	ABC_distanceToTSS	6.87314050623751	6.08532621607039	7.76294626469313	0.0621137945566347	4.42408058669066e-100	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_naive)	#78808F
PBMC_20_CD4.N1	-828314.632653061	Treg	181	164	955	0.189528795811518	0.171727748691099	0.906077348066298	ABC_distanceToTSS	7.38197259112338	6.44957810519553	8.4491603089819	0.0688921705251372	4.56826933145389e-88	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_20_CD4.N1)	#59606B
PBMC_22_CD4.M	-828314.632653061	Treg	213	192	955	0.22303664921466	0.201047120418848	0.901408450704225	ABC_distanceToTSS	7.26445353006938	6.43667844864601	8.19868283176993	0.0617258466957574	1.43319426607537e-105	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_22_CD4.M)	#3B3F47
BMMC22_CD4_pos_T_activated	-808111.836734694	Treg	218	197	955	0.228272251308901	0.206282722513089	0.903669724770642	ABC_distanceToTSS	6.89825337959086	6.12357828718821	7.77093024001934	0.0607774601963894	3.21262436861523e-104	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_activated)	#96A0B3
BMMC22_CD4_pos_T_naive	-808111.836734694	Treg	211	188	955	0.220942408376963	0.196858638743455	0.890995260663507	ABC_distanceToTSS	6.87474993161949	6.08675115653711	7.76476405997688	0.062113795318007	4.24128576815973e-100	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_naive)	#78808F
PBMC_20_CD4.N1	-808111.836734694	Treg	181	164	955	0.189528795811518	0.171727748691099	0.906077348066298	ABC_distanceToTSS	7.38407255240551	6.45141281193533	8.45156387424414	0.0688921716976163	4.37299363358994e-88	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_20_CD4.N1)	#59606B
PBMC_22_CD4.M	-808111.836734694	Treg	213	192	955	0.22303664921466	0.201047120418848	0.901408450704225	ABC_distanceToTSS	7.26586292727224	6.43792723853002	8.20027349205695	0.0617258473559973	1.38310918237329e-105	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_22_CD4.M)	#3B3F47
BMMC22_CD4_pos_T_activated	-787909.040816327	Treg	218	196	955	0.228272251308901	0.205235602094241	0.89908256880734	ABC_distanceToTSS	6.90106170693636	6.12607122344899	7.77409385980508	0.0607774614806428	2.97754084004551e-104	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_activated)	#96A0B3
BMMC22_CD4_pos_T_naive	-787909.040816327	Treg	211	187	955	0.220942408376963	0.195811518324607	0.886255924170616	ABC_distanceToTSS	6.87723260632777	6.08894924765941	7.76756816288434	0.0621137964924881	3.97407615192021e-100	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_naive)	#78808F
PBMC_20_CD4.N1	-787909.040816327	Treg	181	163	955	0.189528795811518	0.170680628272251	0.900552486187845	ABC_distanceToTSS	7.38669156860761	6.45370100967196	8.45456153732045	0.0688921731599012	4.14116932631502e-88	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_20_CD4.N1)	#59606B
PBMC_22_CD4.M	-787909.040816327	Treg	213	191	955	0.22303664921466	0.2	0.896713615023474	ABC_distanceToTSS	7.26776771841681	6.43961496992358	8.2024232590863	0.0617258482483073	1.31820193645369e-105	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_22_CD4.M)	#3B3F47
BMMC22_CD4_pos_T_activated	-767706.244897959	Treg	218	196	955	0.228272251308901	0.205235602094241	0.89908256880734	ABC_distanceToTSS	6.90389411844706	6.12858553907395	7.77728461075378	0.0607774627759098	2.75793649349211e-104	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_activated)	#96A0B3
BMMC22_CD4_pos_T_naive	-767706.244897959	Treg	211	187	955	0.220942408376963	0.195811518324607	0.886255924170616	ABC_distanceToTSS	6.88009773752318	6.09148595510345	7.77080423836711	0.0621137978478983	3.68665189241022e-100	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_naive)	#78808F
PBMC_20_CD4.N1	-767706.244897959	Treg	181	163	955	0.189528795811518	0.170680628272251	0.900552486187845	ABC_distanceToTSS	7.38922098614903	6.45591092630251	8.45745664793684	0.0688921745721602	3.92901199942349e-88	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_20_CD4.N1)	#59606B
PBMC_22_CD4.M	-767706.244897959	Treg	213	191	955	0.22303664921466	0.2	0.896713615023474	ABC_distanceToTSS	7.2698715700141	6.44147907790475	8.20479768781463	0.0617258492338683	1.25006180597754e-105	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_22_CD4.M)	#3B3F47
BMMC22_CD4_pos_T_activated	-747503.448979592	Treg	218	195	955	0.228272251308901	0.204188481675393	0.894495412844037	ABC_distanceToTSS	6.90729608279927	6.13160544350738	7.78111697091892	0.0607774643316344	2.51556569065664e-104	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_activated)	#96A0B3
BMMC22_CD4_pos_T_naive	-747503.448979592	Treg	211	187	955	0.220942408376963	0.195811518324607	0.886255924170616	ABC_distanceToTSS	6.88339110817652	6.094401813832	7.77452399685665	0.062113799405896	3.38196716184937e-100	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_naive)	#78808F
PBMC_20_CD4.N1	-747503.448979592	Treg	181	163	955	0.189528795811518	0.170680628272251	0.900552486187845	ABC_distanceToTSS	7.39288103963709	6.45910866368066	8.46164585735287	0.0688921766156912	3.64121723003411e-88	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_20_CD4.N1)	#59606B
PBMC_22_CD4.M	-747503.448979592	Treg	213	190	955	0.22303664921466	0.198952879581152	0.892018779342723	ABC_distanceToTSS	7.27205095885792	6.4434101153064	8.20725736867236	0.0617258502548151	1.18320381741327e-105	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_22_CD4.M)	#3B3F47
BMMC22_CD4_pos_T_activated	-727300.653061224	Treg	218	195	955	0.228272251308901	0.204188481675393	0.894495412844037	ABC_distanceToTSS	6.91000260088771	6.13400800422922	7.78416590121074	0.0607774655693302	2.33811424771405e-104	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_activated)	#96A0B3
BMMC22_CD4_pos_T_naive	-727300.653061224	Treg	211	187	955	0.220942408376963	0.195811518324607	0.886255924170616	ABC_distanceToTSS	6.88621650782609	6.09690334404232	7.77771519684557	0.0621138007425103	3.14081427671066e-100	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_naive)	#78808F
PBMC_20_CD4.N1	-727300.653061224	Treg	181	163	955	0.189528795811518	0.170680628272251	0.900552486187845	ABC_distanceToTSS	7.39712513659657	6.46281667161299	8.46650354895685	0.0688921789853134	3.33392565790904e-88	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_20_CD4.N1)	#59606B
PBMC_22_CD4.M	-727300.653061224	Treg	213	190	955	0.22303664921466	0.198952879581152	0.892018779342723	ABC_distanceToTSS	7.27440517538916	6.44549605796291	8.20991436188279	0.061725851357661	1.11501237281708e-105	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_22_CD4.M)	#3B3F47
BMMC22_CD4_pos_T_activated	-707097.857142857	Treg	218	195	955	0.228272251308901	0.204188481675393	0.894495412844037	ABC_distanceToTSS	6.91330130687689	6.13693624676849	7.78788193943393	0.0607774670778345	2.13874540369555e-104	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_activated)	#96A0B3
BMMC22_CD4_pos_T_naive	-707097.857142857	Treg	211	187	955	0.220942408376963	0.195811518324607	0.886255924170616	ABC_distanceToTSS	6.88823607092838	6.09869140899451	7.77999622982425	0.0621138016979069	2.97910040622824e-100	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_naive)	#78808F
PBMC_20_CD4.N1	-707097.857142857	Treg	181	163	955	0.189528795811518	0.170680628272251	0.900552486187845	ABC_distanceToTSS	7.40005915749932	6.46538008446604	8.46986175894903	0.0688921806234761	3.13686672674904e-88	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_20_CD4.N1)	#59606B
PBMC_22_CD4.M	-707097.857142857	Treg	213	190	955	0.22303664921466	0.198952879581152	0.892018779342723	ABC_distanceToTSS	7.27633925090993	6.44720973661578	8.21209717959696	0.0617258522636894	1.06195478060847e-105	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_22_CD4.M)	#3B3F47
BMMC22_CD4_pos_T_activated	-686895.06122449	Treg	218	195	955	0.228272251308901	0.204188481675393	0.894495412844037	ABC_distanceToTSS	6.91680006287201	6.14004207254095	7.79182333679802	0.0607774686778222	1.94590921170255e-104	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_activated)	#96A0B3
BMMC22_CD4_pos_T_naive	-686895.06122449	Treg	211	187	955	0.220942408376963	0.195811518324607	0.886255924170616	ABC_distanceToTSS	6.89182933174564	6.10187278207996	7.78405470487686	0.0621138033977739	2.71177477139162e-100	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_naive)	#78808F
PBMC_20_CD4.N1	-686895.06122449	Treg	181	163	955	0.189528795811518	0.170680628272251	0.900552486187845	ABC_distanceToTSS	7.40369935327193	6.46856047236145	8.4740282397991	0.0688921826559199	2.90857618947584e-88	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_20_CD4.N1)	#59606B
PBMC_22_CD4.M	-686895.06122449	Treg	213	190	955	0.22303664921466	0.198952879581152	0.892018779342723	ABC_distanceToTSS	7.27921747114449	6.44975997030596	8.21534556885248	0.0617258536120077	9.87654986010918e-106	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_22_CD4.M)	#3B3F47
BMMC22_CD4_pos_T_activated	-666692.265306122	Treg	218	195	955	0.228272251308901	0.204188481675393	0.894495412844037	ABC_distanceToTSS	6.92146328078131	6.14418158449308	7.79707651676712	0.0607774708103204	1.71575857055952e-104	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_activated)	#96A0B3
BMMC22_CD4_pos_T_naive	-666692.265306122	Treg	211	187	955	0.220942408376963	0.195811518324607	0.886255924170616	ABC_distanceToTSS	6.89610120111167	6.10565497625336	7.78887964697213	0.062113805418671	2.42512858897918e-100	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_naive)	#78808F
PBMC_20_CD4.N1	-666692.265306122	Treg	181	163	955	0.189528795811518	0.170680628272251	0.900552486187845	ABC_distanceToTSS	7.40810908783924	6.4724131954545	8.47907551635733	0.0688921851180232	2.65427808459182e-88	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_20_CD4.N1)	#59606B
PBMC_22_CD4.M	-666692.265306122	Treg	213	190	955	0.22303664921466	0.198952879581152	0.892018779342723	ABC_distanceToTSS	7.28296753285665	6.45308269507371	8.21957792748202	0.0617258553687449	8.986258946299e-106	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_22_CD4.M)	#3B3F47
BMMC22_CD4_pos_T_activated	-646489.469387755	Treg	218	195	955	0.228272251308901	0.204188481675393	0.894495412844037	ABC_distanceToTSS	6.92532120305588	6.14760624007525	7.80142252001296	0.0607774725745554	1.54615952411137e-104	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_activated)	#96A0B3
BMMC22_CD4_pos_T_naive	-646489.469387755	Treg	211	187	955	0.220942408376963	0.195811518324607	0.886255924170616	ABC_distanceToTSS	6.89916221368169	6.10836511152115	7.7923369644222	0.0621138068667469	2.23864139692537e-100	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_naive)	#78808F
PBMC_20_CD4.N1	-646489.469387755	Treg	181	163	955	0.189528795811518	0.170680628272251	0.900552486187845	ABC_distanceToTSS	7.41237069204739	6.47613649910004	8.48395324650095	0.0688921874974203	2.42977869395591e-88	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_20_CD4.N1)	#59606B
PBMC_22_CD4.M	-646489.469387755	Treg	213	190	955	0.22303664921466	0.198952879581152	0.892018779342723	ABC_distanceToTSS	7.2860499442556	6.45581385136435	8.22305676904979	0.0617258568127177	8.31516040053476e-106	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (PBMC_22_CD4.M)	#3B3F47
BMMC22_CD4_pos_T_activated	-626286.673469388	Treg	218	194	955	0.228272251308901	0.203141361256545	0.889908256880734	ABC_distanceToTSS	6.92979827059832	6.15158050734796	7.8064659990755	0.0607774746219267	1.37033099392943e-104	99	In element (ABC (A=scATAC)) & distance to TSS	-54190	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_activated)	#96A0B3
